title,currency,properties,neighborhood,title-2,title-3,price_dop
"TORRE CATALITA EN VENTA
-EN LA ESMERALDA-SANTIAGO-",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""206"", ""mini_bathrooms_quantity"": ""1""}",,Santiago de los Caballeros,Santiago,14000000.0
Apartamento en Punta Cana,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""40"", ""mini_bathrooms_quantity"": ""0""}",,Bávaro/Punta Cana,La Altagracia,2240000.0
Lujoso apartamento totalmente equipado en el centro de la ciudad de Santo Doming,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""160"", ""mini_bathrooms_quantity"": ""1""}",Piantini,Distrito Nacional,Santo Domingo,156800.0
"APARTAMENTO, PISO 10 TORRE SERENA AV. ANACAONA 2 HABITACIONES.",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""second-hand"", ""build_square_meters"": ""171"", ""mini_bathrooms_quantity"": ""1""}",BELLA VISTA ,Distrito Nacional,Santo Domingo,10080000.0
"Proyecto Apartamentos En Torre Con Piscina, Naco
",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""47""}",Ensanche Naco,Distrito Nacional,Santo Domingo,3360000.0
* Lindo solar en sector de Boca Chica SE VENDE * ,USD,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": ""290""}",Los Jardines de Boca Chica ,Boca Chica,Santo Domingo,1456000.0
"SE ALQUILA APARTAMENTO EN LOS JARDINES METROPOLITANOS, SANTIAGO",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""190"", ""mini_bathrooms_quantity"": ""1""}",,Santiago de los Caballeros,Santiago,84000.0
"De venta exclusivo apartamento en Torre en La Trinitaria, Santiago",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""323"", ""mini_bathrooms_quantity"": ""1""}",La Trinitaria,Santiago de los Caballeros,Santiago,30800000.0
Hermoso amueblado en el embrujo primero,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""100""}",,Santiago de los Caballeros,Santiago,42000.0
Apartamentos en evarito morales,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""building_condition"": ""Nuevo"", ""build_square_meters"": 175, ""mini_bathrooms_quantity"": 1}",Vendo apto nuevo de n evarito ,Distrito Nacional,Santo Domingo,8400000.0
Apartamento 3er piso en los prados ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""154"", ""mini_bathrooms_quantity"": ""1""}",Los Prados,Distrito Nacional,Santo Domingo,9408000.0
"Apartamento para alquilar en la Esmeralda, Santiago de los Caballeros.",USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""165"", ""mini_bathrooms_quantity"": ""1""}",,Santiago de los Caballeros,Santiago,84000.0
La torre más lujosa de los corales del sur,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En planos"", ""build_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}","Corales del sur 
",Santo Domingo Este,Santo Domingo,8120000.0
casa de tu SUEÑOS,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""build_square_meters"": 85, ""terrain_square_meters"": ""300""}",,Bávaro/Punta Cana,La Altagracia,5152000.0
"Alma Rosa 1, Pent House de 2 niveles, 3 hab. y Terraza de 160 metros, desocupado",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""340"", ""mini_bathrooms_quantity"": ""1""}",Alma Rosa,Santo Domingo Este,Santo Domingo,7784000.0
 Amueblado en Los Cacicazgos,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""build_square_meters"": 125, ""mini_bathrooms_quantity"": 1}",,Distrito Nacional,Santo Domingo,100800.0
"Moderno Apartamento Amueblado en VENTA, en La Esperilla",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""135"", ""mini_bathrooms_quantity"": ""1""}",La Esperilla,Distrito Nacional,Santo Domingo,13160000.0
Rento Pequeña Nave Industrial en Manoguayabo,USD,"{""build_square_meters"": 175}",Manoguayabo,Santo Domingo Oeste,Santo Domingo,60996.46
El Vergel – Apartamento de 3 habitaciones y 150 mts2 listo para entrega!!,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}",El Vergel,Distrito Nacional,Santo Domingo,11172000.0
"Nuevo E Innovador Proyecto de Solares Con Titulo Todos Los Servicios,Disponible✅",USD,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": ""190""}",Villa Mella,Santo Domingo Norte,Santo Domingo,56000.0
APARTAMENTO AMUEBLADO EN LOS CACICAZGOS,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""340"", ""mini_bathrooms_quantity"": ""1""}",Los Cacicazgos,Distrito Nacional,Santo Domingo,145600.0
Apartamento en  Evaristo Morales,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 241, ""mini_bathrooms_quantity"": 1}",Evaristo Morales,Distrito Nacional,Santo Domingo,14000000.0
Hermosa casa en alquiler Paradise Holidaylt,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""build_square_meters"": 180, ""terrain_square_meters"": 1500}",el limon,Las Terrenas,Samaná,16800.0
villas en playa Bonita Paradise Holidaylt,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""200"", ""terrain_square_meters"": ""1300""}",Playa bonita,Las Terrenas,Samaná,16800.0
Apartamento en Alquiler Evaristo Morales,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""93"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,53200.0
Casa solar en Ens Julieta,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""800""}",Julieta,Distrito Nacional,Santo Domingo,27720000.0
Edificio oficinas Piantini M4,USD,"{""property_type"": ""Con linea blanca"", ""build_square_meters"": ""2700""}",Piantini,Distrito Nacional,Santo Domingo,3640000.0
Local oficina empresarial Gampsa,USD,"{""property_type"": ""Con linea blanca"", ""build_square_meters"": ""321""}",Los Prados,Distrito Nacional,Santo Domingo,425600.0
Local Serralles Gampsa 1,USD,"{""property_type"": ""Amueblado"", ""bathrooms_quantity"": ""6"", ""build_square_meters"": ""390""}",Serrallés,Distrito Nacional,Santo Domingo,491400.0
" Proyecto de casas cerrado, San Isidro ",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""building_condition"": ""Nuevo"", ""build_square_meters"": 185, ""terrain_square_meters"": ""230"", ""mini_bathrooms_quantity"": ""1""}",Prado Oriental,Santo Domingo Este,Santo Domingo,8848000.0
"Apartamento en Venta Prox Cuesta Hermosa I,  Arroyo Hondo",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""140""}",Cuesta Hermosa I,Distrito Nacional,Santo Domingo,6781932.0
ESPECTACULAR APARTAMENTO EN LA ZONA EXCLUSIVA DE BELLA VISTA EN VENTA,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""second-hand"", ""build_square_meters"": ""212"", ""mini_bathrooms_quantity"": ""1""}",BELLA VISTA,Distrito Nacional,Santo Domingo,11200.0
!Villa de montaña con vista al mar!,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""358""}",,Samaná,Samaná,36400000.0
Nave Comercial Villas Agrícolas 1000 m2,USD,"{""property_type"": ""Sin Amueblar"", ""build_square_meters"": 1000}",,Distrito Nacional,Santo Domingo,28000000.0
Nave Comercial Villas Agrícolas 600 m2,USD,"{""property_type"": ""Amueblado"", ""building_condition"": ""second-hand"", ""build_square_meters"": 600}",,Distrito Nacional,Santo Domingo,14000000.0
 4to nivel de 139mts mas 50 mts de terraza en Brisas de las Colinas 3!,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Nuevo"", ""build_square_meters"": 139, ""mini_bathrooms_quantity"": 1}",Otro,Santo Domingo Oeste,Santo Domingo,8176000.0
"A dos esquinas de la Churchill, torre Moderna",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""100"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,47600.0
"Ya es tuyo, apartamentos cómodos y confortables a tu dispocision.",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""142"", ""mini_bathrooms_quantity"": ""1""}",Dominicanos Ausentes.,Distrito Nacional,Santo Domingo,7840000.0
OPORTUNIDAD Vendo Local Comercial en Plaza Central,USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""6"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""250""}",Piantini,Distrito Nacional,Santo Domingo,21840000.0
Apartamentos en Bayabibe cerca de la playa con piscina ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""132""}",Flor De Bayahibe,Otras ciudades,La Altagracia,7840000.0
"Apartamentos de 1, 2 y 3 hab",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""En construcción"", ""build_square_meters"": 135, ""mini_bathrooms_quantity"": 1}",,Distrito Nacional,Santo Domingo,5600000.0
"Apartamento en Exclusivo Proyecto en Punta Cana
",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""90"", ""mini_bathrooms_quantity"": ""0""}",,Bávaro/Punta Cana,La Altagracia,5544000.0
Apartamento en Evaristo morales ,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,70000.0
Apartamento en los cacicazgos ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""180"", ""mini_bathrooms_quantity"": ""1""}",Los Cacicazgos,Distrito Nacional,Santo Domingo,24080000.0
Residencial Nacan Km14 Autopista Duarte ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En planos"", ""build_square_meters"": ""100"", ""mini_bathrooms_quantity"": ""1""}",Km. 14,Santo Domingo Oeste,Santo Domingo,2165072.0
Alquiler en los ríos Villa marina garden,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""build_square_meters"": 1, ""mini_bathrooms_quantity"": 1}",Los ríos 📍,Distrito Nacional,Santo Domingo,56000.0
Torre Palmira Santiago,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""166"", ""mini_bathrooms_quantity"": ""1""}",Cerros de gurabo,Santiago de los Caballeros,Santiago,11872000.0
Hermoso apartamento en alquiler con vista al mar y disponible para Airbnb ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""100"", ""mini_bathrooms_quantity"": ""0""}",Aeropuerto Internacional,Boca Chica,Santo Domingo,109200.0
"Apartamento amoblado con vista al mar en alquiler, y disponible para air bnb ",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""build_square_meters"": 100}",Aeropuerto Internacional,Boca Chica,Santo Domingo,109200.0
CityMax Platinum renta local en Naco,USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""45"", ""terrain_square_meters"": ""45""}",Ensanche Naco,Distrito Nacional,Santo Domingo,45472.0
"Alquilo Nave 1,200 mts  Aut. Duarte  Santiago de los caballeros  ",USD,"{""bathrooms_quantity"": ""1"", ""build_square_meters"": ""1200"", ""terrain_square_meters"": ""1""}",Santiago de los caballeros proximo a la entrada de moca ,Santiago de los Caballeros,Santiago,336000.0
SE ALQUILA HERMOSO APARTAMENTO EN NACO $950 DOLARES ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""0000"", ""mini_bathrooms_quantity"": ""1""}",Ensanche Naco,Distrito Nacional,Santo Domingo,53200.0
"Apartamento en Renacimiento Distrito Nacional

Oportunidad de inversión",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""89"", ""mini_bathrooms_quantity"": ""1""}","Sector Renacimiento, céntrico ",Distrito Nacional,Santo Domingo,7504000.0
APARTAMENTO EN RENACIMIENTO 185MTS 4to piso ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 185, ""mini_bathrooms_quantity"": 1}",Renacimiento,Distrito Nacional,Santo Domingo,11760000.0
Apartamento Venta y Alquiler SERRALLES ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 180, ""mini_bathrooms_quantity"": 2}",Serrallés,Distrito Nacional,Santo Domingo,12320000.0
Apartamento en Evaristo Morales 207.60m2 ,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 207, ""mini_bathrooms_quantity"": 1}",Evaristo Morales,Distrito Nacional,Santo Domingo,9968000.0
Apartamento en Evaristo Morales 8vo Piso ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 190, ""mini_bathrooms_quantity"": 1}",Evaristo Morales,Distrito Nacional,Santo Domingo,11200000.0
CityMax Platinum vende casa en Higuey,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""8"", ""bathrooms_quantity"": ""6"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""750"", ""terrain_square_meters"": ""300"", ""mini_bathrooms_quantity"": ""1""}",Centro De La Ciudad,Higüey,La Altagracia,14000000.0
"PENTHOUSE CLÁSICO EN RENACIMIENTO

",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""473"", ""mini_bathrooms_quantity"": ""1""}",Renacimiento,Distrito Nacional,Santo Domingo,15680000.0
"Apartamentos en Punta Cana de 1, 2 y 3 habitaciones",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""En planos"", ""build_square_meters"": ""49""}",,Bávaro/Punta Cana,La Altagracia,2864400.0
APARTAMENTO DE LUJO,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": 4, ""bathrooms_quantity"": 4, ""building_condition"": ""Nuevo"", ""build_square_meters"": 262, ""mini_bathrooms_quantity"": 1}",La Trinitaria,Santiago de los Caballeros,Santiago,25760000.0
Alquilo Local comercial en villa juana,USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""2"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""1000""}",villa juana,Distrito Nacional,Santo Domingo,252000.0
EXCLUSIVO APARTAMENTO EN VENTA ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""217"", ""mini_bathrooms_quantity"": ""1""}",,Santiago de los Caballeros,Santiago,17640000.0
Apartamento en venta y renta en Serralles,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""250"", ""mini_bathrooms_quantity"": ""1""}",Serrallés,Distrito Nacional,Santo Domingo,100800.0
"Alquilo moderno apt Renacimiento, 201mts",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""201"", ""mini_bathrooms_quantity"": ""1""}",Renacimiento,Distrito Nacional,Santo Domingo,72800.0
"CERCA DE LA ANACAONA , 2 HAB 2.5 B ,C/S 2 PT ASC  2DA CON TERRA  DESDE, 140 Mil",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""97"", ""mini_bathrooms_quantity"": ""1""}",JARDINES DEL SUR ,Distrito Nacional,Santo Domingo,7168000.0
Malecon vendo ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""223"", ""mini_bathrooms_quantity"": ""1""}",Ciudad Universitaria,Distrito Nacional,Santo Domingo,23240000.0
Alquiler Apartamento Piantini ,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""180"", ""mini_bathrooms_quantity"": ""1""}",Piantini,Distrito Nacional,Santo Domingo,95200.0
